ID,tweet,fecha,usuario,dispositivo
1297317320650444801,"🚨La estupidez de los miembros de #FRENA no tiene límite sin duda alguna. Cheque usted este video

#blogdelpueblo #amlo #amlovers #amlove #redamlo #redamlove #redamlovers #YoSoyNexos #lozoyagate #Anaya https://t.co/5jSRuTDcoT",2020-08-22 23:38:46,BlogDelPuebloMX,Twitter for iPhone
1297317275679129600,"Compañeros de lucha, afiliados y simpatizantes de #morena:

Creen que la cercanía de @mario_delgado con los enemigos del pueblo (y enemigos de #AMLO) es lo que nos fortalecerá como movimiento? 

@diazpol @navegaciones @fisgonmonero @molotovmx @johnmackerman https://t.co/iLH4UpP3kT",2020-08-22 23:38:36,PodemosPueblo,Twitter for Android
1297316602749362176,"@FernandoCanek Yo apoyo a #amlo al 💯, tantos años de lucha no me hacen dudar, #AMLOLujoDePresidente",2020-08-22 23:35:55,MemoBarrueta,Twitter for Android
1297316252994736130,@Emonroymex @FelipeCalderon @CarlosLoret @DeniseDresserG @CiroGomezL @EPN #lamafiadelpoder O SEA QUE USTEDES LOS #CORRUPTOS RECIBE BILLONES VERIFICABLES Y DICEN NO ES DELITO PERO EL PRESIDENTE #AMLO NO SIQUIERA ES COMPROBABLE MAS APARTE EL #FRAUDE DE #MexicoLibreNoVa QUE YA ES UN ECHO 🤦🏽‍♂️🤦🏽‍♂️,2020-08-22 23:34:32,findfreedom7,Twitter for iPhone
1297316072924811268,"@lopezobrador_ @IrvingPineda @Azteca @AztecaNoticias .@IrvingPineda #IrvingChillon de @Azteca @AztecaNoticias chayoteros tercermundistas que sólo usan a los fallecidos por COVID-19 para lucrar o atacar al Presidente #AMLO, pero NO para darles respeto.

Observen cuando el Presidente pide 1 minuto de silencio. https://t.co/hIS1xR8UQX",2020-08-22 23:33:49,AMLOLaApp,Twitter Web App
1297316002233974784,¿Como andamos en donaciones para la causa? #4taTransformación #PioLopezCobrador #AMLO https://t.co/HgWRIlo5m9,2020-08-22 23:33:32,BesameMucho33,Twitter for iPhone
1297315943408959488,"@franciscoelcpc Al final es corrupción. Justo por eso debería ser mucho más firme con la gente que lo rodea. Yo voté por el #AMLO que se decía implacable contra los corruptos, y de la nada lo encuentro justificando a @ManuelBartlett, a su hermano y a tantos otros más.",2020-08-22 23:33:18,aIexmoreno,Twitter for iPad
1297315400003260417,El hermano #incomodísimo de #AMLO #PioLopezCobrador https://t.co/y4ju0hG3Yc,2020-08-22 23:31:08,elsureste_,Twitter Web App
1297315183631773697,AMLO fuera de @GobiernoMX por evidencias de corrupción como se la ha hecho en #Peru #brasil la prueba está a la vista recibio dinero de dudoso origen @FGRMexico a la Presidencia su renuncia ya #AmloDelincuenteConfeso #Amlo #AMLOcorrupto @OficialFrenaaa @MXvsCORRUPCION @INEMexico https://t.co/n0UYkn915s,2020-08-22 23:30:17,InformeDiario1,Twitter for iPhone
1297314809898295297,@gibranrr Pemex y la CFE registraron pérdidas millonarias. El dinero que se perdió equivale a hacer las tres #ObrasFaraónicas completitas de #AMLO y además alcanza para otros dos aeropuertos como el de Santa Lucía #EsNeta? @GerCarrasco90 @JTrianaT @AXL__tw https://t.co/hqvQ2zAAyf,2020-08-22 23:28:48,ANGELES06130996,Twitter Web App
1297314719402012672,@AndreaChavezTre Pemex y la CFE registraron pérdidas millonarias. El dinero que se perdió equivale a hacer las tres #ObrasFaraónicas completitas de #AMLO y además alcanza para otros dos aeropuertos como el de Santa Lucía #EsNeta? @GerCarrasco90 @JTrianaT @AXL__tw https://t.co/hqvQ2zAAyf,2020-08-22 23:28:26,ANGELES06130996,Twitter Web App
1297314351683186688,"@franciscoelcpc Sí lo leí, me gustó, me recordó al #AMLO por el que voté. Pero hay dos cosas que me parecen terribles:
1. La presunción de inocencia, de la boca del actual Gobierno, parece que sólo aplica de su lado, no titubearon en usar a Lozoya para condenar sin el debido proceso a muchos.",2020-08-22 23:26:59,aIexmoreno,Twitter for iPad
1297314326181629952,"La #PrensaCarroñera está desbocada, el gobierno de AMLO no ha ejercido ningún tipo de regulación porque valora como nunca antes la libertad de expresión, sin embargo la prensa no cumple su función de informar, solo ataca con fake news, creo que necesita un escarmiento.
#AMLO 
#4T",2020-08-22 23:26:52,RanferiDe,Twitter Web App
1297313935033618437,@jgnaredo @lopezobrador_ Al 100% con nuestro presidente #AMLO,2020-08-22 23:25:19,NumoAr,Twitter for Android
1297312791792168960,#AMLO en una sola imagen. https://t.co/u5THWUD8PK,2020-08-22 23:20:47,ElQuexo,Twitter for iPhone
1297312690164183040,@cristtel9 @KevinChingas3 @Carlos25197232 @GobiernoMX Viva la 4T transformacion #AMLO 🇲🇽❤️,2020-08-22 23:20:22,MonicaV56927921,Twitter for iPhone
1297312610849886208,"@epigmenioibarra Mi Chuarcheneger primero lávese la boca y después diga lo que quiera, #AMLO es sirviente de los Loera, AMLO lleva mucho más muertos y SIN GUERRA al narco, la pandemia la trae domada desde abril, sino que chinga nos estaría poniendo el #Covid, mejor 🤫
#MorenaNuevoSlogan",2020-08-22 23:20:03,mmiguel_angel7,Twitter for Android
1297312241323249666,@m_ebrard Viva la 4T transformacion #AMLO 🇲🇽❤️,2020-08-22 23:18:35,MonicaV56927921,Twitter for iPhone
1297312195127148545,"Es triste ver cómo ese personaje tan idealizado por millones tiene a las ratas en su misma familia, y sólo verse ridículo al defenderlas. Lo que necesitaba esta #4T era dar de nuevo esperanza, no confirmar que político sin corrupción no existe #amlo",2020-08-22 23:18:24,viajerografia,Twitter for iPhone
1297311764598538240,"Definan a @lopezobrador_ #AMLO con una sola palabra.
Inicio: Tragedia",2020-08-22 23:16:42,LiamCDMX,Twitter for Android
1297311700568494092,@g_aztjrap @fan_fromhell @m_ebrard Viva la 4T transformacion #AMLO 🇲🇽❤️,2020-08-22 23:16:26,MonicaV56927921,Twitter for iPhone
1297311047918002179,@aldairportugal @API_VERACRUZ @lopezobrador_ @CuitlahuacGJ Viva la 4T transformacion #AMLO 🇲🇽❤️,2020-08-22 23:13:51,MonicaV56927921,Twitter for iPhone
1297310882800828421,@Marsdeimos00 @aldairportugal @API_VERACRUZ @lopezobrador_ @CuitlahuacGJ Viva la 4T transformacion #AMLO 🇲🇽❤️,2020-08-22 23:13:11,MonicaV56927921,Twitter for iPhone
1297310692362670080,"@Navegaciones Confieso que no me enteré de cómo ayudar económicamente, pero de saber lo hubiera hecho sin dudar, todo para sacar la maquinaria corrupta del PRIAN y porque confío en #amlo.",2020-08-22 23:12:26,lubvelazquez,Twitter for iPhone
1297310386962804740,@lopezobrador_ No se dejo CHANTAJEAR por video de @DavidLeonRomero por cierto (No hay mal q por bien no venga) nos quitamos de encima un traidor. #AMLO es un gran luchador y si sabe q lo apoyamos el seguirá limpiando al PAÍS #EsUnHonorEstarConObrador #EsUnHonorEstarConObrador https://t.co/Acr0MjvpGG,2020-08-22 23:11:13,KiraCarrillo5,Twitter Web App
1297310354255441920,"#MorenaNuevoSlogan: ""No nos cuestionamos el origen de las aportaciones"".
Una actitud similar a la de Pío López Obrador, habría salido inmediatamente en la mañanera al día siguiente. No fue así porque #AMLO no hace justicia, sino politiquería.
https://t.co/Upiw8j7Xpa https://t.co/9mMErA3vyV",2020-08-22 23:11:05,MCVMexico,Twitter for Android
1297309629815259136,Extesorero de SME acepta desvío por 66 mdp a AMLO https://t.co/oxCjFZqUnR vía @https://twitter.com/eleconomista. #AMLO #NiPioDicen #ATENCION,2020-08-22 23:08:13,ginavelazquez,Twitter for iPhone
1297309410092560385,@elmozimismo Yo le creo a #AMLO y se que le creemos todos aquellos que no estamos ardidos ni frustrados así de simple y somos muchos porque en México somos más los mexicanos que tenemos memoria y dignidad. Mèxico ya no es tierra de conquista,2020-08-22 23:07:20,aunquearda,Twitter for iPhone
1297309058391826441,"@epigmenioibarra @Eltiotonysoy Creí que hablabas de #AMLO, era toda la descripción.",2020-08-22 23:05:57,pablo_ornelas_g,Twitter for Android
1297308772680052738,"Conéctate a https://t.co/jJYhs0dY89

#TECÁMAC, EdoMéx. “Alcaldesa Mariela Gutiérrez homenajea con reconocimiento, equipo y bono, en el día del Bombero”

https://t.co/5nDz97UiNB

Gracias por compartir este Nuevo Twitter!

#AMLO #MORENA #Noticias #ÚltimaHora #EnVivo https://t.co/rAmFnH3xKQ",2020-08-22 23:04:48,RalcaldesasMx,Twitter Web App
1297307615601610754,"Sigo esperando gasolina de a 12 pesos como lo prometio AMLO... #Colima #Morena #AMLO #4T August 22, 2020 at 06:00PM",2020-08-22 23:00:13,gabrieldecolima,IFTTT
1297307153582063616,"Con esto, es sueño de millones terminó hundido en la Soberbia y la Improvisación #4T #AMLO  https://t.co/KoGBbXulXW",2020-08-22 22:58:22,ginavelazquez,Twitter for iPhone
1297305974546542592,@JORGEMA05532111 @FelipeCalderon  alias el #ComandanteBorolas  podrá ser el Narco más Ratero Asesino  Corrupto Espurio de la Historia mundial #CalderonAPrision pero que la Nalgara Margarinflas  no baile con el eso es Imperdonable 😡😡 #Amlo,2020-08-22 22:53:41,Jorgepa36720503,Twitter for iPhone
1297305962467020801,El @INEMexico dice q fueron Más de 30 millones yo creo como 60 millones votamos por @lopezobrador_ los q votamos por #AMLO más q nunca convencidos que fue lo mejor q hicimos y estamos acompañando a #AMLOLujoDePresidente a lograr lo q tanto queríamos Acabar con la CORRUPCIÓN https://t.co/scOOpLv6ge,2020-08-22 22:53:38,KiraCarrillo5,Twitter Web App
1297305350488707077,"@A_ausdenRuthen @A_ausdenRuthen pregúntale a Don Garnacha #AMLO, es el más indicado para responderte",2020-08-22 22:51:12,ipsainmendoza,Twitter for Android
1297304339711774720,"El ex gobernador de Chiapas, #ManuelVelasco, insistió en que su administración no entregó recurso en apoyo de ningún movimiento político, luego de darse a conocer videos donde #DavidLeón, entrega dinero para Morena al hermano de #AMLO 
https://t.co/UN4WgDOGV8 https://t.co/O0ccovHz4l",2020-08-22 22:47:11,Riodoce_mx,Twitter Web App
1297303851578597382,"@GN_MEXICO_ @SCT_mx @lopezobrador_ ¿NO LES DA PENA?
TODO MÉXICO SECUESTRADO POR DELINCUENTES MIENTRAS EN @GobiernoMX NO HACE NADA!!! @champsanchez 
#AMLOcorrupto #MexicoTienePresidenteCorrupto #AmloFracasoPresidencial #AlMomento #AMLOfueraYA #AMLO #AMLOVERS https://t.co/NCt1EB4Y8h",2020-08-22 22:45:15,MordidasNo,Twitter for iPhone
1297303811485306883,"Ante su primer caso cercano de corrupción, #AMLO responde de frente y asume la responsabilidad en lo que le corresponde.

En cambio, #CalderonAPrision protegió a la prima de su esposa con la tragedia de #ABC y #PeñaNieto mandó a la #Gaviota a tapar el sol con un dedo.
Nefastos!",2020-08-22 22:45:06,HimnoEnDoMayor,Twitter for Android
1297303740484063232,"@Antizombies @Finansiera2 @IsraelRL1958 @LlaneroZolo @LOVREGA @lopezobrador_ @CarlosLoret ¡LA TONTA ES UD.! Porq lo q NO sabe, q ése apócrifo vídeo de #PíoLP LO TENÍA GUARDADO @FelipeCalderon LISTO p/sacarlo en Elección/2021 contra #AMLO! Pero las DECLARACIONES del VALIENTE @EmilioLozoyaAus obligó a #Loretita a sacarlo antes https://t.co/2JhFFQKA9H",2020-08-22 22:44:49,laylapaty1,Twitter for Android
1297302537612255233,"#AMLO #Agua | La Conagua cierra una de las turbinas de extracción de la presa Las Vírgenes; sigue la toma de casetas y carreteras en el estado

https://t.co/omz5yjDHdS.",2020-08-22 22:40:02,nortedigital,Hootsuite Inc.
1297301915286503424,"@lopezdoriga Yo creo q en Mexico no hay derecha , habua una izquierda pero cuando entren las industrias Americanas q saken de china . gracias a #Trump2020 el #amlo gano la partida.... Antes le crean estos shows para embarrarlo. Pero tooooodos los mexicanos aceptaron la corrupcion hace años.",2020-08-22 22:37:33,MassielMusidora,Twitter for Android
1297301886140403714,@OficialFrenaaa Mexicanos somos millones que exigimos la renuncia inmediata de LOPEZ. Únete a la caravana móvil y 4a #OcupaLaPlaza Unidos lo sacaremos antes del 30 de noviembre. Está acabado #lopezFALSO #AMLO-LAYIN YA LÁRGATE #X1MxUnido #aFRENAyanadalofrena,2020-08-22 22:37:27,Alejand28507133,Twitter for iPhone
1297301140976152576,@david44928479 @FelixSalgadoMX Lo peor de la sociedad mexicana. #AMLO #VotoMasivoPorMorena #EsUnHonorEstarConObrador,2020-08-22 22:34:29,charronegro59,Twitter for Android
1297300751434149888,En #Mexico ya tenemos hermano incómodo gubernamental! Si como todo lo q copia #AMlO a #Salinas,2020-08-22 22:32:56,rochilagloria,Twitter for iPhone
1297300518637719552,"Por si no fueran suficiente los video escándalos, ahora aparece un audio escándalo del Consejero Jurídico de #AMLO ante la avalancha de filtraciones ilegales, la reflexión debería ser: Qué vamos a hacer para frenar el financiamiento ilícito en las campañas políticas? https://t.co/q7WvVtZ7ze",2020-08-22 22:32:00,RCelayaG,Twitter for iPhone
1297300061068636160,"QUE DAVID LEÓN Y MI HERMANO SEAN LLAMADOS A DECLARAR: AMLO

#AMLO

https://t.co/z5obV8bMIa https://t.co/wVFa1KFvXo",2020-08-22 22:30:11,AViverosNoticia,Hootsuite Inc.
1297299672214601729,"@KAPB269 @GobiernoMX @lopezobrador_ @FGRMexico Que la gente abra los ojos que es igual o peor que a los que también está linchando, solo que quien está en el gobierno y quien tiene el poder en estos momentos es #Amlo",2020-08-22 22:28:39,ray_coxi,Twitter Web App
1297298462761979905,Cómo no se nos ocurrió antes...el nieto de #AMLO nació en el hospital más caro de Houston gracias a las generosas aportaciones al movimiento y nosotros pensando que el dinero de los #Trivagos proviene de la corrupción #PioLopezCobrador #AMLOcorrupto #AmloDelincuenteConfeso,2020-08-22 22:23:50,Carlos_R_S,Twitter for Android
1297298446160805889,"@Katsuragui No tiene ningún sentido defender lo indefendible, enserio alguien que se aviente un tiro, #amlo causa perdida",2020-08-22 22:23:46,Jcreval1,Twitter for Android
1297297428572286977,".@mario_delgado dice que las donaciones en efectivo a campaña de #AMLO no son ilegales o como casos Monex u Odebrecht.

Las suyas son en efectivo... y de hecho, son más significativas, son para mantener a la familia de #AMLO. #LopezNoDiraNiPio #AmloDelincuenteConfeso #payasos 🤡",2020-08-22 22:19:44,caracusmx,Twitter Web App
1297296080841904128,"Y entonces, en #Mexico🇲🇽 un #Leon🦁 atrapó infragranti a un #Pollo🐥.

El pollo cantó #Pio #Pio #Pio

Y @lopezobrador_ dijo Píoooooooooooooo🤑

#1000000Pesos
#AMLO
#FelizSabado
#22Agos https://t.co/UGIK2UhyKP",2020-08-22 22:14:22,JoseTRomanR,Twitter for Android
1297296032523403265,"El presidente es igual o peor que todos!
Y sus seguidores seguro dirán que no es lo mismo...
#AmloDelincuenteConfeso #AmloFracasoPresidencial #AMLO #AMLONodiceniPio https://t.co/avEjYEhai1",2020-08-22 22:14:11,carmennavama,Twitter for iPhone
1297295685662826497,"Soy pro #AMLO si
Pero ya necesito cambiar la imagen
😔😔😔",2020-08-22 22:12:48,Gminis6661,Twitter for Android
1297295447988604928,@informado_bien Aweboooo que sí carbones... Que siga su excelente #AMLO,2020-08-22 22:11:52,betillo7,Twitter for Android
1297295155654012930,"Gracias a los que muy amablemente me han seguido. De todo corazón, muchas gracias .... Seguimos en la lucha apoyando a nuestro Presidente #AMLO, no lo dejemos solo....pero no olviden que 

#MexicoContraCalderon  es una realidad.",2020-08-22 22:10:42,LinuxiB,Twitter for Android
1297295044425265153,"#México 🇲🇽 Rumbo #EleccionesMx2021 #EleccionesTam2021

Desconoce a la #Familia
Animadversión por #México 🇲🇽
Es lo qué hace,, Por ello siempre la Excusa,,
#Amlo #DecepciónDeMéxico  @carlosalazraki @brozoxmiswebs @BarbaraTijerina @scguajardo @guillermolavins @2OSITOO
#CdVictoria https://t.co/uMEzi5TxN2",2020-08-22 22:10:15,adanmartinezt,Twitter for Android
1297294083191341056,"@El_Universal_Mx @SGarciaSoto El #UniversalPeriodico dice tantas estupideces que , por eso ya casi nadie lo Lee , han perdido la verdadera ética periodística , su parcialidad no la disimula , que lastima  causan. , sabiendo que el pueblo está con lo realmente justo , #VivaElNvoGobiernodelPueblo , viva #Amlo ,",2020-08-22 22:06:26,Jjtapia5,Twitter for Android
1297293778516996096,Delgado Niega financiamiento ilícito a Morena https://t.co/YNREbJtTiZ #MarioDelgado #Niega #Apoyo #Ilícito #MORENA #Hermano #AMLO,2020-08-22 22:05:14,monitorexpresso,monitorexpresso.com
1297293289058705409,"excesivas y miles de mexicanos se quedaron sin luz; todo en un clima de incertidumbre y corrupción. ¿Dónde quedó el apoyo para el pueblo de este gobierno?
#LaVozdela4T #LaVozDelPueblo
#AMLO",2020-08-22 22:03:17,lhromano,Twitter for Android
1297292695384203264,"Como anillo al dedo #AMLO los vídeos de su hermano #PioLopezCorrupto que mejor ejemplo para combatir la corrupción que meter a la cárcel a su propio hermano. 

Venga @lopezobrador_ México está contigo.",2020-08-22 22:00:55,Hugo07527330,Twitter for Android
1297292433584201729,"Julio Scherer Ibarra, asesor de #AMLO se exhibe rogando a Julio Villarreal Guajardo para que aporte más millones a la campaña de #AMLO. 
https://t.co/sDLhj7Fb7I",2020-08-22 21:59:53,LaRevistaP,Twitter Web App
1297291894855147522,"Por todo esto y más.......... #MexicoContraCalderon 
Gracias #AMLOLujoDePresidente , sin ti, nunca hubiera esperanza de justicia!! Gracias @lopezobrador_ #AMLO https://t.co/VR7PK9uh5R",2020-08-22 21:57:44,EduardoMega77,Twitter Web App
1297291840245227521,"También me quisieron bannear de twitter pero ya les dije, conmigo no van a poder 😡😡. #melapelan #AMLO #nocensura #Freedom #contraelpenanosepuede",2020-08-22 21:57:31,jetechivo,Twitter for iPhone
1297291465572352001,"@PartidoMorenaMx 
Millones no somos Morenistas, sin embargo votamos por AMLO por el bien de México.
Defiendan la democracia, y la autonomía de su partido,  nosotros también cuidamos el voto, y estamos para defenderlo no nos decepcionen.
Que les sirva de ejemplo la lucha de #AMLO",2020-08-22 21:56:02,JacquelineRamr1,Twitter for Android
1297290372918521858,"Todos almiramos a esta hermana #AMLOVER que sigue teniendo fe en que nuestro precidente #AMLO nos vasacar de la pobreza.

#RedAMLO https://t.co/hv9nY2mK5V",2020-08-22 21:51:42,DanielMalpica95,Twitter for Android
1297290269050757120,"Ves porque urgía un programa de apoyo a las pymes más que una estúpida refinería, un berrinche de tren o un aeropuerto que será un elefante Blanco.

Sigue apoya si vividores engaña endejos. Eres el estereotipo perfecto del seguidor de #amlo

El legado desempleo, hambre y muerte https://t.co/odXwUvy9ph",2020-08-22 21:51:17,Amerlos1,Twitter for Android
1297290033314045952,"@AitorValls20 @abegabe701 @lopezobrador_ @FelipeCalderon Bueno, saben que no pueden con #AMLO, entonces tratan de acabar con si proyecto.",2020-08-22 21:50:21,muneco001,Twitter Web App
1297289483205763072,"@laishawilkins del cielo a la tierra la diferencia ,aunque no quiere o acepta ser la Primera dama de #Mexico considero inmensa mayoria del pueblo de Mexico saben que la Sra @BeatrizGMuller es realmente la verdadera Primera Dama en los ultimos 80 años  viva #Mexico viva #AMLO",2020-08-22 21:48:09,SPavis2006,Twitter Web App
1297289273427873793,"@Emonroymex Esta bien cañon, pero ese video le hizo a #AMLO lo qie el viento a Juarez, su popularidad crecio en 87%. Entre mas le tiran mas grande su popularidad.",2020-08-22 21:47:19,palomares671,Twitter for Android
1297289116942569472,"#PRD #AMLO
El perredista señaló que los delitos están claros, independientemente de los montos del dinero 💸💸🧐
https://t.co/MAcgucmcLi",2020-08-22 21:46:42,DDMexico,Twitter Web App
1297289008217829381,@Hankchiansky @Igorgalvez64 @FelipeCalderon 🤔Yo defendo a #AMLO Delincuente 😳🤦🏻‍♂️🤣 #AMLOelPeorPresidenteDelMundo #AmloCorruptoMafioso  #AmloFracasoPresidencial,2020-08-22 21:46:16,RoberGonzalez69,Twitter for iPhone
